"ROUTE","MP_BEG","MP_END","DIST","URBAN","FUNCLASS","SPEEDLIM","LN_THRU_WIDTH","LN_TOTAL","LN_THRU","LN_LTURN","LN_RTURN","LN_TWOWAY","LN_TWMED","LN_ACCEL","LN_DECEL","LN_PASS","LN_AUX","LN_HOV","LN_TRAN","LN_BIKE","LN_GRAVEL","LN_OTHER","LN_LSHLDR","LN_RSHLDR","LN_ISLPNT","LN_ISLRDS","YEAR","AADT","SUTRK","CUTRK","CRASH_ALL","CRASH_K","CRASH_A","CRASH_B","CRASH_C","CRASH_O","CRASH_ONEVEH","CRASH_SEATBELT","CRASH_PED","CRASH_BIKE"
"0089P",237.357,237.618,0.260999999999996,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",237.618,237.861,0.242999999999995,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",237.861,238.114,0.253000000000014,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",238.114,238.478,0.364000000000004,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",238.478,238.624,0.145999999999987,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",238.624,238.762,0.138000000000005,FALSE,"Other Principal Arterial",65,12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",238.762,238.886,0.123999999999995,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",238.886,239.018,0.132000000000005,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",239.018,239.148,0.129999999999995,FALSE,"Other Principal Arterial",45,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",239.148,239.279,0.131,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7100,0.139399,0.196028,0,0,0,0,0,0,0,0,0,0
"0089P",239.279,239.41,0.131,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.41,239.539,0.128999999999991,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.539,239.671,0.132000000000005,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.671,239.756,0.085000000000008,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.756,239.81,0.054000000000002,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.81,239.933,0.12299999999999,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",239.933,240.097,0.164000000000016,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",240.097,240.195,0.0979999999999848,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",240.195,240.459,0.26400000000001,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",240.459,240.804,0.344999999999999,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,1,0,0,0,0,1,0,0,0,0
"0089P",240.804,240.903,0.0989999999999895,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,9000,0.14883,0.219644,0,0,0,0,0,0,0,0,0,0
"0089P",240.903,241.002,0.099000000000018,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.002,241.108,0.105999999999995,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,1,0,0,0,0,1,1,0,0,0
"0089P",241.108,241.21,0.102000000000004,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.21,241.339,0.128999999999991,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.339,241.381,0.0420000000000016,FALSE,"Other Principal Arterial",30,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.381,241.434,0.0529999999999973,FALSE,"Other Principal Arterial",30,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,1,0,0,0,0,1,0,0,0,0
"0089P",241.434,241.485,0.0510000000000161,FALSE,"Other Principal Arterial",30,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.485,241.596,0.11099999999999,FALSE,"Other Principal Arterial",30,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.596,241.77,0.174000000000007,FALSE,"Other Principal Arterial",30,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,6800,0.140435,0.17906,0,0,0,0,0,0,0,0,0,0
"0089P",241.77,243.011,1.24099999999999,FALSE,"Other Principal Arterial",65,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",243.011,243.499,0.488,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",243.499,245.21,1.71100000000001,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,7,0,0,2,0,5,7,2,0,0
"0089P",245.21,247.806,2.596,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,10,0,0,0,0,10,10,0,0,0
"0089P",247.806,248.702,0.895999999999987,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",248.702,248.851,0.149000000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,0,0,1,1,0,0,0
"0089P",248.851,249.154,0.302999999999997,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,1,0,0,1,0,0,0
"0089P",249.154,249.293,0.13900000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,0,0,1,1,0,0,0
"0089P",249.293,249.388,0.0949999999999989,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,0,0,1,1,0,0,0
"0089P",249.388,249.49,0.102000000000004,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,0,0,1,1,0,0,0
"0089P",249.49,249.591,0.100999999999999,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,1,0,0,0,0,1,1,0,0,0
"0089P",249.591,249.687,0.0960000000000036,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",249.687,249.741,0.054000000000002,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,2,0,0,0,0,2,2,0,0,0
"0089P",249.741,249.795,0.0539999999999736,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",249.795,249.86,0.0650000000000261,FALSE,"Other Principal Arterial",40,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",249.86,249.944,0.0839999999999748,FALSE,"Other Principal Arterial",40,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,2800,0.123649,0.097904,0,0,0,0,0,0,0,0,0,0
"0089P",249.944,250.834,0.890000000000015,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,3,0,0,0,0,3,3,0,0,0
"0089P",250.834,251.689,0.85499999999999,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,2,0,0,0,0,2,2,0,0,0
"0089P",251.689,252.304,0.615000000000009,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",252.304,252.911,0.606999999999999,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",252.911,253.295,0.383999999999986,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,1,0,0,0,0,1,1,0,0,0
"0089P",253.295,254.189,0.894000000000005,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,1,0,0,0,0,1,1,0,0,0
"0089P",254.189,254.355,0.165999999999997,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,1,0,0,0,0,1,1,0,0,0
"0089P",254.355,254.599,0.244,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,3,0,0,0,0,3,3,0,0,0
"0089P",254.599,254.753,0.153999999999996,FALSE,"Other Principal Arterial",65,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,1,0,0,0,1,0,1,0,0,0
"0089P",254.753,254.949,0.196000000000026,FALSE,"Other Principal Arterial",55,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",254.949,255.049,0.0999999999999943,FALSE,"Other Principal Arterial",55,13,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.049,255.149,0.0999999999999943,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.149,255.251,0.102000000000004,FALSE,"Other Principal Arterial",55,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.251,255.349,0.0979999999999848,FALSE,"Other Principal Arterial",45,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.349,255.453,0.104000000000013,FALSE,"Other Principal Arterial",35,11,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,1,0,0,0,0,1,1,0,0,0
"0089P",255.453,255.549,0.0960000000000036,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.549,255.651,0.102000000000004,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,4100,0.075381,0.066083,0,0,0,0,0,0,0,0,0,0
"0089P",255.651,255.749,0.0979999999999848,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",255.749,255.851,0.102000000000004,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",255.851,255.949,0.0980000000000132,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",255.949,256.039,0.089999999999975,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,1,0,0,0,0,1,0,0,0,0
"0089P",256.039,256.109,0.0699999999999932,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,2,0,0,0,0,2,0,0,0,0
"0089P",256.109,256.167,0.0579999999999927,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.167,256.223,0.05600000000004,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.223,256.341,0.117999999999995,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.341,256.442,0.100999999999999,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.442,256.491,0.0489999999999782,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.491,256.531,0.0400000000000205,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3900,0.072562,0.059966,0,0,0,0,0,0,0,0,0,0
"0089P",256.531,257.599,1.06799999999998,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,1,0,0,0,0,1,1,0,0,0
"0089P",257.599,258.678,1.07900000000001,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,5,0,0,0,0,5,5,0,0,0
"0089P",258.678,260.12,1.44200000000001,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,4,0,0,0,0,4,3,1,0,0
"0089P",260.12,260.36,0.240000000000009,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",260.36,260.741,0.380999999999972,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,2,0,0,0,0,2,2,0,0,0
"0089P",260.741,261.031,0.29000000000002,FALSE,"Other Principal Arterial",65,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,1,0,0,0,0,1,1,0,0,0
"0089P",261.031,261.317,0.286000000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,1,0,0,0,0,1,0,0,0,0
"0089P",261.317,261.461,0.144000000000005,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,2,0,0,0,0,2,1,0,0,0
"0089P",261.461,261.598,0.137,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,2,0,0,0,0,2,1,0,0,0
"0089P",261.598,261.789,0.190999999999974,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,1,0,0,0,0,1,1,0,0,0
"0089P",261.789,261.889,0.100000000000023,TRUE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",261.889,262.105,0.216000000000008,TRUE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.105,262.175,0.0699999999999932,TRUE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.175,262.301,0.125999999999976,TRUE,"Other Principal Arterial",45,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,2,0,0,0,1,1,1,0,0,0
"0089P",262.301,262.424,0.12299999999999,TRUE,"Other Principal Arterial",35,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,2,0,0,0,0,2,1,0,0,0
"0089P",262.424,262.547,0.123000000000047,TRUE,"Other Principal Arterial",35,13,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.547,262.668,0.120999999999981,TRUE,"Other Principal Arterial",35,11,4,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.668,262.794,0.125999999999976,TRUE,"Other Principal Arterial",35,11,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.794,262.919,0.125,TRUE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7700,0.069743,0.053849,0,0,0,0,0,0,0,0,0,0
"0089P",262.919,263.044,0.125,TRUE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,1,0,0,0,0,1,0,0,0,0
"0089P",263.044,263.276,0.232000000000028,TRUE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,3,0,0,0,1,2,1,0,0,0
"0089P",263.276,263.565,0.288999999999987,TRUE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,1,0,0,0,0,1,0,0,0,0
"0089P",263.565,263.593,0.02800000000002,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,0,0,0,0,0,0,0,0,0,0
"0089P",263.593,263.814,0.221000000000004,FALSE,"Other Principal Arterial",35,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,3,0,0,0,0,3,2,1,0,0
"0089P",263.814,264.089,0.274999999999977,FALSE,"Other Principal Arterial",35,12,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,10000,0.066924,0.047732,6,0,0,0,2,4,3,0,1,0
"0089P",264.089,265.118,1.029,FALSE,"Other Principal Arterial",65,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7600,0.064105,0.041615,4,0,0,1,0,3,3,0,0,0
"0089P",265.118,265.608,0.490000000000009,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7600,0.064105,0.041615,3,0,0,0,0,3,3,1,0,0
"0089P",265.608,266.414,0.805999999999983,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7600,0.064105,0.041615,5,0,0,0,0,5,4,0,0,0
"0089P",266.414,267.346,0.932000000000016,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,7600,0.064105,0.041615,1,0,0,0,0,1,1,0,0,0
"0089P",267.346,270.343,2.99700000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,11,0,0,2,1,8,10,0,0,0
"0089P",270.343,271.892,1.54899999999998,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,2,0,0,0,0,2,2,0,0,0
"0089P",271.892,272.59,0.697999999999979,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",272.59,273.239,0.649000000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,1,0,0,0,0,1,1,0,0,0
"0089P",273.239,273.627,0.388000000000034,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,1,0,0,0,0,1,1,0,0,0
"0089P",273.627,273.841,0.213999999999999,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",273.841,273.861,0.0199999999999818,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",273.861,274.512,0.65100000000001,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",274.512,275.439,0.927000000000021,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,1,0,1,0,0,0,0,0,0,0
"0089P",275.439,276.346,0.906999999999982,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",276.346,276.541,0.194999999999993,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",276.541,276.872,0.331000000000017,FALSE,"Other Principal Arterial",65,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,1,0,0,0,1,0,1,0,0,0
"0089P",276.872,276.878,0.00599999999997181,FALSE,"Other Principal Arterial",45,12,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",276.878,277.052,0.174000000000035,FALSE,"Other Principal Arterial",45,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,3400,0.061286,0.035498,0,0,0,0,0,0,0,0,0,0
"0089P",277.052,277.165,0.113,FALSE,"Other Principal Arterial",45,12,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,5100,0.12864,0.279748,0,0,0,0,0,0,0,0,0,0
"0089P",277.165,277.205,0.0399999999999636,FALSE,"Other Principal Arterial",45,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2019,5100,0.12864,0.279748,0,0,0,0,0,0,0,0,0,0
